iter	Logloss
116	0.3282638855
117	0.3276750653
118	0.3274107242
119	0.3266544949
120	0.3263377083
121	0.3259411007
122	0.3254721705
123	0.3250803801
124	0.3243461858
125	0.3239955974
126	0.3235862768
127	0.3231170329
128	0.3225146873
129	0.3218156258
130	0.3215483682
131	0.32099504
132	0.3206979431
133	0.3201825952
134	0.3198658903
135	0.3193371498
136	0.3188190259
137	0.3182970507
138	0.3173910376
139	0.3168972605
140	0.316609436
141	0.3163799415
142	0.3156833971
143	0.3149280374
144	0.3146599873
145	0.314087635
146	0.3136857001
147	0.3131631132
148	0.3127077029
149	0.3123025003
150	0.3121461539
151	0.3112716421
152	0.3110164404
153	0.3106113357
154	0.3103826569
155	0.3100231387
156	0.3095817992
157	0.3091565527
158	0.3088723522
159	0.3086633275
160	0.3082876333
161	0.307981159
162	0.3075533784
163	0.3072676214
164	0.30700559
165	0.3066831269
166	0.3063755822
167	0.3060316727
168	0.3057935589
169	0.3051892949
170	0.3049608706
171	0.3044308289
172	0.3039833866
173	0.3031957873
174	0.3028639443
175	0.3025607379
176	0.3022905319
177	0.3021057588
178	0.3017870044
179	0.301527428
180	0.3012649914
181	0.3008659868
182	0.3006588718
183	0.3004158583
184	0.3001216454
185	0.2996010836
186	0.2992712859
187	0.2989690768
188	0.2988237112
189	0.2983169122
190	0.2979406446
191	0.2973097699
192	0.2969659544
193	0.2966930046
194	0.2962031203
195	0.2959395841
196	0.2958298978
197	0.2955574719
198	0.294865187
199	0.2946570447
200	0.2942451636
201	0.2939892221
202	0.293788911
203	0.2934078843
204	0.2932768555
205	0.2928887397
206	0.29268651
207	0.2924920722
208	0.292370755
209	0.2916559449
210	0.2914194863
211	0.2911606315
212	0.2909254793
213	0.2907186857
214	0.2903081239
215	0.2900771928
216	0.2899071005
217	0.289577323
218	0.2890111769
219	0.2887111085
220	0.2884367575
221	0.2881368413
222	0.2878612535
223	0.2872629145
224	0.2870857321
225	0.286684211
226	0.286397137
227	0.2861646898
228	0.2857171693
229	0.2854087245
230	0.2850908973
231	0.2848427451
232	0.2844077042
233	0.284130234
234	0.2838829723
235	0.2836784111
236	0.2833655654
237	0.2831328269
238	0.2829388308
239	0.2825300098
240	0.2820890148
241	0.2816642517
242	0.2814140333
243	0.2812404381
244	0.2811094742
245	0.2808669685
246	0.2805687379
247	0.2803080947
248	0.2801195987
249	0.2798005796
250	0.2794702173
251	0.2793744899
252	0.2792145021
253	0.2789873803
254	0.2786634149
255	0.2784076879
256	0.2782521649
257	0.278026842
258	0.2776013301
259	0.2772155525
260	0.2770406876
261	0.2768448576
262	0.276442381
263	0.2759997965
264	0.2757017435
265	0.2753336041
266	0.2751869619
267	0.275036149
268	0.2747316664
269	0.2744625068
270	0.2740696387
271	0.2739307207
272	0.2736355375
273	0.2733859721
274	0.2731076325
275	0.2727701968
276	0.2723622197
277	0.2720253045
278	0.2717946262
279	0.2714817591
280	0.2711258397
281	0.2708157106
282	0.2704776262
283	0.2703407924
284	0.270068407
285	0.2698334543
286	0.2695508791
287	0.269213423
288	0.2687025889
289	0.2683702931
290	0.2678963212
291	0.267565954
292	0.2672530364
293	0.267027126
294	0.2667895111
295	0.2662623363
296	0.2659209576
297	0.2656802043
298	0.2652066848
299	0.2649793276
300	0.2645061144
301	0.2642568669
302	0.2639525251
303	0.2637911346
304	0.2635221814
305	0.2630046896
306	0.2628561307
307	0.2625638361
308	0.2620291538
309	0.2616793786
310	0.2613997425
311	0.2612726433
312	0.2610366229
313	0.2607774024
314	0.2605260539
315	0.2603819937
316	0.2601580284
317	0.2599622392
318	0.2597181977
319	0.2594780321
320	0.2592739723
321	0.2590819841
322	0.2589575443
323	0.2588186976
324	0.2585061072
325	0.2581362344
326	0.2578265545
327	0.2575945674
328	0.2571672759
329	0.2570645262
330	0.2569494461
331	0.2567924349
332	0.2566477755
333	0.2561081791
334	0.2559013034
335	0.2557444216
336	0.2554950108
337	0.2552799862
338	0.2550501233
339	0.2547947269
340	0.2545631446
341	0.2544149603
342	0.2541261521
343	0.2539216116
344	0.2536512428
345	0.2535086842
346	0.2533617204
347	0.2530873044
348	0.2529606707
349	0.2527625013
350	0.2524895734
351	0.2523223046
352	0.2521524167
353	0.2519481936
354	0.2515441808
355	0.2513594481
356	0.2510634239
357	0.250853197
358	0.2507084011
359	0.2503668388
360	0.2501581718
361	0.2500099653
362	0.2497619719
363	0.2495352148
364	0.249332191
365	0.2491570895
366	0.2488685677
367	0.2485890916
368	0.2484362815
369	0.2483016602
370	0.2481614073
371	0.2480511333
372	0.2475223399
373	0.2471842058
374	0.246937308
375	0.2467343621
376	0.2465531153
377	0.2463554045
378	0.2461661816
379	0.245913989
380	0.2457604908
381	0.2456195245
382	0.2452252449
383	0.2450771697
384	0.2449670168
385	0.2447968375
386	0.2444476875
387	0.2442155906
388	0.2440398879
389	0.2439057767
390	0.2437523493
391	0.2436484886
392	0.243474225
393	0.2433727802
394	0.2431368979
395	0.2430207285
396	0.2428742987
397	0.2427079482
398	0.2425477921
399	0.2421432767
400	0.241907081
401	0.2417896189
402	0.2413776728
403	0.2412463872
404	0.2411178185
405	0.2409453304
406	0.2406396121
407	0.2404457456
408	0.2402827008
409	0.2401144852
410	0.2399274904
411	0.2398171544
412	0.2396692236
413	0.2394114035
414	0.2392113851
415	0.2390855689
416	0.2389363262
417	0.2386762323
418	0.2385844019
419	0.2384590341
420	0.2380821832
421	0.2379502525
422	0.2378301059
423	0.2376926173
424	0.2374811013
425	0.2373867766
426	0.2370052756
427	0.2366030845
428	0.2364717016
429	0.2362991614
430	0.2360465661
431	0.2357486037
432	0.2356365659
433	0.2354690612
434	0.2352251974
435	0.2351044775
436	0.234948389
437	0.2347435992
438	0.2344597098
439	0.2341366836
440	0.2340355129
441	0.2337504131
442	0.233586246
443	0.2334433308
444	0.2332859333
445	0.2330864207
446	0.2327314306
447	0.232519707
448	0.2322408112
449	0.2321304514
450	0.2319627975
451	0.2318406008
452	0.2317087058
453	0.2315507987
454	0.23146837
455	0.2313672618
456	0.2311441106
457	0.2310340957
458	0.2309055652
459	0.2307593208
460	0.2306466869
461	0.230513768
462	0.2303555082
463	0.2302003661
464	0.2300710483
465	0.2298389048
466	0.2295684846
467	0.2294678878
468	0.2292831749
469	0.2290408276
470	0.2288883654
471	0.2287271129
472	0.2285958184
473	0.2284770558
474	0.2283098976
475	0.2279535342
476	0.2277143218
477	0.2275712778
478	0.2274474056
479	0.2272982533
480	0.2270110994
481	0.2269130232
482	0.2267016069
483	0.2263585463
484	0.2261627599
485	0.2258764479
486	0.2257669163
487	0.225639972
488	0.225510791
489	0.2253986911
490	0.2252898695
491	0.2251807639
492	0.2248827364
493	0.2246375651
494	0.2243377903
495	0.2242474741
496	0.2241238622
497	0.2239216242
498	0.2237438482
499	0.2236278271
500	0.2235177491
501	0.2233777657
502	0.2232905461
503	0.223138122
504	0.2230243167
505	0.2228695089
506	0.2227605548
507	0.222629254
508	0.2223020705
509	0.2221801296
510	0.2220512457
511	0.2219263018
512	0.2217795374
513	0.2216473108
514	0.2215347151
515	0.2214401572
516	0.2212578233
517	0.2210561782
518	0.2209206392
519	0.2208132124
520	0.2207091542
521	0.2205790349
522	0.2204608217
523	0.2202480166
524	0.2201132719
525	0.2199952092
526	0.2198326991
527	0.2196240164
528	0.2194058089
529	0.2192644478
530	0.2191896338
531	0.2189529985
532	0.2188150601
533	0.2186911682
534	0.2183960863
535	0.2182774976
536	0.2181348296
537	0.2180028468
538	0.2177474142
539	0.2176156044
540	0.2174692376
541	0.2173085625
542	0.217071598
543	0.2168961161
544	0.2167082721
545	0.2165966234
546	0.2164603915
547	0.2163366344
548	0.21623425
549	0.2159915871
550	0.2159315914
551	0.2157908264
552	0.2155523755
553	0.2153891554
554	0.2152984704
555	0.2152183387
556	0.2150978327
557	0.2148722224
558	0.2147331673
559	0.2145215638
560	0.2142979371
561	0.2141487366
562	0.2140551425
563	0.2138127489
564	0.2137343621
565	0.2136029119
566	0.2134696701
567	0.2132739259
568	0.2131851496
569	0.2130345278
570	0.2129209086
571	0.2128126442
572	0.21266955
573	0.2125817596
574	0.2123917362
575	0.2122927286
576	0.2121820038
577	0.2119860434
578	0.2118874807
579	0.2117579621
580	0.2114545921
581	0.2113205771
582	0.2112262285
583	0.2111040233
584	0.2110067456
585	0.2107939405
586	0.2105973107
587	0.2104840733
588	0.2103324882
589	0.2102386955
590	0.2099546814
591	0.2097691733
592	0.2096945145
593	0.2095223579
594	0.2093287072
595	0.2091768456
596	0.2090311391
597	0.2087517469
598	0.2086667281
599	0.208570322
600	0.2084665164
601	0.2083365119
602	0.208245705
603	0.2081660828
604	0.2079726344
605	0.2078153201
606	0.2075562199
607	0.2073306383
608	0.2072022625
609	0.207142838
610	0.2069437421
611	0.2068271966
612	0.2065937244
613	0.2064874085
614	0.2063080012
615	0.2061234297
616	0.205972452
617	0.2056833249
618	0.2054839705
619	0.2052715584
620	0.2051764011
621	0.2050202914
622	0.204855659
623	0.2046332384
624	0.2045119359
625	0.2044240163
626	0.2043434888
627	0.2042205603
628	0.2041177871
629	0.2040694421
630	0.2038079516
631	0.2036427011
632	0.2035236181
633	0.2034302408
634	0.2033106541
635	0.2031375186
636	0.2029835652
637	0.2028558431
638	0.2027627704
639	0.2026071501
640	0.2023896241
641	0.2022005941
642	0.2019691295
643	0.2018488886
644	0.2017509588
645	0.2016377957
646	0.2015208372
647	0.2014226402
648	0.2011540758
649	0.2009849107
650	0.2008747013
651	0.2006788869
652	0.2005621675
653	0.2004773765
654	0.2003027044
655	0.2000802182
656	0.1999953012
657	0.1998515806
658	0.1996274025
659	0.1994958243
660	0.1993476367
661	0.1992024248
662	0.19908009
663	0.198817639
664	0.1986504602
665	0.1985564062
666	0.1984677473
667	0.1982782267
668	0.1981383028
669	0.1980605912
670	0.1979537745
671	0.1978690253
672	0.197783636
673	0.1975858301
674	0.1974139471
675	0.1972446861
676	0.1971432528
677	0.1970175212
678	0.1968877091
679	0.1967149785
680	0.196636889
681	0.1965261635
682	0.1964335983
683	0.196314928
684	0.1962229422
685	0.1961088333
686	0.1960204213
687	0.1959008004
688	0.1957710811
689	0.1956943258
690	0.1955724935
691	0.1954472228
692	0.1953440499
693	0.1952366692
694	0.1951720804
695	0.1950823331
696	0.1949060564
697	0.1947728095
698	0.1945944451
699	0.1944830985
700	0.1943494539
701	0.1941902519
702	0.1941150542
703	0.1939866056
704	0.1938831967
705	0.1937552843
706	0.1936434941
707	0.1934875098
708	0.1933951925
709	0.1932091607
710	0.1930377182
711	0.1928474649
712	0.1927421062
713	0.192651583
714	0.1925700698
715	0.1924763497
716	0.1924150465
717	0.1922209801
718	0.1920585914
719	0.1919844175
720	0.1919155143
721	0.1918128043
722	0.1917100343
723	0.1915968168
724	0.1914722236
725	0.1913700022
726	0.1912320234
727	0.1911489408
728	0.190996669
729	0.1908843984
730	0.1908237679
731	0.1907009944
732	0.1906134759
733	0.1905002783
734	0.190383118
735	0.1902761984
736	0.1900879984
737	0.1899402238
738	0.1898557249
739	0.189662715
740	0.1895459232
741	0.1894179279
742	0.1893626736
743	0.1891621118
744	0.1890798553
745	0.1888848968
746	0.1887777351
747	0.1886824903
748	0.1885609086
749	0.188459858
750	0.1883384955
751	0.1882636387
752	0.1881473171
753	0.1879694494
754	0.1878879
755	0.1878111512
756	0.1877114031
757	0.1876158648
758	0.1874130349
759	0.1873273461
760	0.1872339178
761	0.1871016385
762	0.1869541325
763	0.1868737633
764	0.1866893885
765	0.1864951528
766	0.1864041913
767	0.1863016044
768	0.1862171118
769	0.1861052502
770	0.1860079042
771	0.1859211373
772	0.1858033564
773	0.1857384751
774	0.1856156442
775	0.1855240569
776	0.1853911884
777	0.1853028551
778	0.1852266277
779	0.1851530542
780	0.1850101747
781	0.1848543113
782	0.1847520737
783	0.18462816
784	0.1845326349
785	0.1844730499
786	0.1843036077
787	0.1842636226
788	0.1841704563
789	0.184092323
790	0.1840003273
791	0.183906828
792	0.1838151204
793	0.1836611197
794	0.183587056
795	0.1835238053
796	0.1833597209
797	0.1832932823
798	0.183185928
799	0.1830842687
800	0.183008093
801	0.182904313
802	0.1827927179
803	0.1826546802
804	0.1825664825
805	0.1824947434
806	0.1824046776
807	0.1822985963
808	0.1821305299
809	0.1820303334
810	0.1818768134
811	0.1817954299
812	0.1817109268
813	0.1816222238
814	0.1815501442
815	0.1814596595
816	0.1813710916
817	0.1812428703
818	0.1810796579
819	0.1809620706
820	0.1808631857
821	0.1807135615
822	0.1806126803
823	0.1804135785
824	0.1803546781
825	0.1801919783
826	0.180000873
827	0.179880652
828	0.1797824628
829	0.1796972762
830	0.1795943831
831	0.1795220284
832	0.179433608
833	0.1793265069
834	0.1792179923
835	0.1791444106
836	0.1790820803
837	0.1789753441
838	0.1789282388
839	0.1788273861
840	0.1787026175
841	0.1785556896
842	0.1784512201
843	0.1783554631
844	0.1782715496
845	0.1781925728
846	0.1781130707
847	0.1780310287
848	0.1779527134
849	0.1778456457
850	0.1777568249
851	0.1776882443
852	0.1775868315
853	0.1774985532
854	0.1773683456
855	0.1772593379
856	0.1771247258
857	0.1770532552
858	0.1769268136
859	0.1768354063
860	0.1767602206
861	0.1766940046
862	0.1765861074
863	0.1764888306
864	0.1763426111
865	0.1762469418
866	0.1760869805
867	0.1758932147
868	0.1757102596
869	0.175624584
870	0.1755244275
871	0.1754174917
872	0.1752650363
873	0.1751832865
874	0.1751047861
875	0.1749838589
876	0.174882705
877	0.1747690066
878	0.1746811716
879	0.1745425991
880	0.1744434625
881	0.1743118256
882	0.1742020191
883	0.1741166577
884	0.1740280681
885	0.1739329502
886	0.1738387847
887	0.1737931662
888	0.1737013927
889	0.1736130615
890	0.1734946912
891	0.1734019449
892	0.1733252513
893	0.1731541643
894	0.1730966132
895	0.173021954
896	0.1729076516
897	0.1727858278
898	0.1726352416
899	0.1725869421
900	0.1724991236
901	0.1723338305
902	0.1722130384
903	0.1720706044
904	0.1720126771
905	0.1719383946
906	0.1718194609
907	0.1717339559
908	0.1716601164
909	0.1715710486
910	0.1714909287
911	0.1714139655
912	0.1712901286
913	0.1711720511
914	0.1710686246
915	0.1709872534
916	0.1708783822
917	0.1707383019
918	0.1706351101
919	0.1705228843
920	0.1704528638
921	0.1703481414
922	0.1703006557
923	0.1701233105
924	0.1700103306
925	0.1699005949
926	0.1697682658
927	0.1696672912
928	0.1695349704
929	0.1694539278
930	0.1693496548
931	0.1692454979
932	0.1691519174
933	0.1690508753
934	0.1689043527
935	0.1688256748
936	0.1687484371
937	0.1686413004
938	0.168587771
939	0.1685016817
940	0.1683817189
941	0.1681817548
942	0.1680858947
943	0.1680059515
944	0.1679160343
945	0.1678242622
946	0.1677457718
947	0.1676774732
948	0.1675528509
949	0.1673699947
950	0.167292898
951	0.1671967339
952	0.1671119938
953	0.1670150349
954	0.1668809598
955	0.1667011396
956	0.1666152323
957	0.1664825748
958	0.1663918133
959	0.1663192058
960	0.1662305989
961	0.1661222356
962	0.1660488243
963	0.1659578731
964	0.1658685109
965	0.1657930966
966	0.1657027991
967	0.1656006403
968	0.1654975917
969	0.1654131045
970	0.1653661912
971	0.165256773
972	0.1651979094
973	0.1651157333
974	0.1650035678
975	0.1649094506
976	0.1648285528
977	0.1647104269
978	0.16459103
979	0.1645173361
980	0.1644096402
981	0.1643452254
982	0.1642929272
983	0.1641837678
984	0.1640833991
985	0.1639574693
986	0.1638672115
987	0.1638084868
988	0.1637351055
989	0.1635661158
990	0.1634683443
991	0.1633631804
992	0.1632575352
993	0.1631801795
994	0.163101705
995	0.1629315981
996	0.1628534073
997	0.1627210609
998	0.1626554622
999	0.1625561229
